Name,SMILES,BestFragment,BestScore
,CC(C)CC(CC1=CC=CC=C1S)C(=O)NC(CC2=CC=CC=C2)C(=O)NC,CC(=O)C(Cc1ccccc1S)CC(C)C,-5.7
,COC1=C(C=C2C(=C1)C(=O)OC(=N2)C3=CC=CC=C3I)OC,COc1cc2nc(C)oc(=O)c2cc1OC,-6.8
,C1=CC=C(C(=C1)CNC(=O)CN2C(=CN=C(C2=O)NCC(C3=CC=CC=[N+]3[O-])(F)F)Cl)F,CNCc1ccccc1F,-5.8
,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCCCN,Cc1c2c(nc3ccccc13)CCCC2,-7.2
,CC1=CC(=NC=C1)NC2=NC(=CS2)C3=CC=CC=N3,Cc1ccnc(C)c1,-4.5
,C[C@@H]1CCC[C@@H](N1S(=O)(=O)C2=CC=CC=C2)C,CS(=O)(=O)c1ccccc1,-5.0
,C1=CC=C(C=C1)C2=NC(=C(C(=C2)C3=CC=CO3)C#N)N,Cc1cc(C)c(C#N)c(N)n1,-5.7
,CC1=CC(=CC=C1)NC(=O)NC2C(=O)N(C3=CC=CC=C3C(=N2)C4=CC=CC=C4)C,CNC1N=C(c2ccccc2)c2ccccc2N(C)C1=O,-7.5
,COC1=CC(=C(C(=C1)OC)C=C2C3=CC=CC=C3NC2=O)OC,CC1C(=O)Nc2ccccc21,-5.6
,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCC2=CN=CC=C2,CCCCc1cccnc1,-5.2
,CCN(CC)C(=O)C1=CC=C(C=C1)C(C2=CC(=CC=C2)O)N3CC(N(CC3C)CC=C)C,CCN(C)CC,-3.2
,C1COCCN1CCCN2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,Cc1ccc(F)cc1,-5.1
,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)C(=O)N)C5=CC=C(C=C5)F,Cc1ccc(C(N)=O)cc1,-5.8
,CC1=C(C=CC(=C1)OC2=C(C=C(C=C2)S(=O)(=O)N)CN(C)C)SC,Cc1ccc(S(N)(=O)=O)cc1CN(C)C,-5.9
,C[C@](COC1=C(C(=C(C(=C1F)F)F)F)F)(C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)O,Cc1c(F)c(F)c(F)c(F)c1F,-6.0
,CC1=CC(=NC(=N1)C2=CC=C(C=C2)Br)NCCC3=C[N+](=CC=C3)[O-],CCCc1ccc[n+]([O-])c1,-5.9
,C1CCC(CC1)NC2=NN3C(=NN=C3C4=CC(=CC=C4)C(F)(F)F)C=C2,Cc1ccc2nnc(C)n2n1,-5.6
,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C4CC4)C5=CC=C(C=C5)NC(=S)NCCO,CC1COCCN1C,-4.0
,C1CSCCN1S(=O)(=O)C2=CC3=C(C[C@@H](NC3)CF)C=C2,CS(=O)(=O)c1ccc2c(c1)CN[C@@H](CF)C2,-6.6
,C1=CC(=CC=C1CC(=O)NC(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)F,CNc1ccc(C)c(F)c1,-5.8
,C1CN(CCC1(CC2=CC=C(C=C2)Cl)CN)C3=NC=NC4=C3C=CN4,CN1CCC(CN)(Cc2ccc(Cl)cc2)CC1,-5.8
,CN(C)C1=CC=C(C=C1)C2=C(N=CN=C2N)C#CC3=CN=C(C=C3)N4CCOCC4,Cc1ccc(C#Cc2ncnc(N)c2C)cn1,-6.5
,COC1=CC=CC=C1OC2=NC=CC(=N2)C3=C(N=CN3C4CCNCC4)C5=CC=C(C=C5)F,Cc1ccc(F)cc1,-5.1
,C1=CC(=CC=C1CC(=O)NC(=O)NC2=CC(=C(C=C2)OC3=CC(=NC=C3)N)F)F,CC(=O)Cc1ccc(F)cc1,-5.8
,C1=CC=C(C=C1)NC2=NC3=C(C=NN3C(=N2)NCCC4=CN=CN4)C#N,Cc1nc(C)n2ncc(C#N)c2n1,-5.8
,CNC(=O)CN1CCC(CC1)NC2=NC=CC(=N2)C3=CN=C4N3C=CC=C4,Cc1cnc2ccccn12,-5.4
,C1=CC(=C(C(=C1)F)C(=O)NC2=C(NN=C2)C(=O)NC3=CC=C(C=C3)F)F,CC(=O)c1c(F)cccc1F,-5.6
,C1CN(CCC12NC3=C(C(=CC=C3)F)C(=N2)N)C(=O)C4=CC=C(C=C4)CN,CN1CCC2(CC1)N=C(N)c1c(F)cccc1N2,-7.3
,C1CN(CC2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=CC=CC=C4C(=O)O,CC(=O)c1cccc(S(C)(=O)=O)c1,-5.9
,CC(C)NC1=CC(=NC2=C(C=NN12)C#N)NC3CCC(CC3)N,Cc1cc(C)n2ncc(C#N)c2n1,-6.0
,C1C(CN1C2=NC3=CC=CC=C3C(=N[C@@H]2C4=CC=CS4)C5=CC=CC=C5)O,CC1=Nc2ccccc2C(c2ccccc2)=N[C@@H]1c1cccs1,-6.9
,CC1=C(C(=NC(=N1)N)N)C#C[C@@H](C)C2=CC(=C(C=C2)C3=CC=CC=C3)OC,Cc1ccccc1,0.0
,CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4)C(=N1)C(=O)O,CC(=O)c1nn(C)c2c1CCc1cnc(C)nc1-2,-6.3
,CC(=CC(=O)NC1=CC=CC=C1C(=O)O)C2=CC3=CC=CC=C3C=C2,CNc1ccccc1C(C)=O,-5.4
,C1=CC(=C(C=C1C(F)(F)F)C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N)Cl,Cc1cc(C(F)(F)F)ccc1Cl,-6.3
,C1=CC(=CC=C1C2=NC3=C(C=C(C=C3)O)C(=C2)Br)O,Cc1cc(Br)c2cc(O)ccc2n1,-6.4
,COC1=C(C=CC(=C1)N2C=NC3=C(C2=O)SC(=C3)C4=CC=C(C=C4)Cl)N5CCC(C5)O,COc1cc(C)ccc1C,-5.4
,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,Cc1nc(C)c2ccccc2n1,-6.1
,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C=C3C(=O)NC(=S)NC3=O)Cl,CCc1ccc(C)c(Cl)c1,-5.8
,CN(C)CC=CC1=C(C=CC(=C1)C(=O)NC2=CC=C(C=C2)C3=CC=NC=C3)OC,CNc1ccc(C)cc1,-5.2
,C1=CC=C2C(=C1)C(=CC=N2)C3=C(N=C(S3)N)C4=CC=CC=N4,Cc1ccnc2ccccc12,-6.7
,CC1=CC=C(C=C1)S(=O)(=O)N2CCC3(CC2)C=CC4=CC=CC=C34,CN1CCC2(C=Cc3ccccc32)CC1,-5.9
,CC1=CC=C(C=C1)C2=C(C3=CC=CN3C4=CC=CC=C4O2)OC(=O)N(C)C,COC1=C(c2ccc(C)cc2)Oc2ccccc2-n2cccc21,-7.7
,CCN1C2=NC=C3C(=C2C=N1)C(=NN=C3N4C=C(N=C4)C(=O)NC)NCC5=CC(=C(C=C5)OC)Cl,CCn1ncc2c3c(C)nnc(C)c3cnc21,-7.4
,C1=CC=C(C=C1)C(=O)/C=C/C2=CC(=CC=C2)C(=O)N,CCC(=O)c1ccccc1,-6.1
,CCSC1=CC=CC(=C1)C2=CC=C(C=C2)C(C)C(=O)O,CC(=O)C(C)c1ccc(C)cc1,-6.1
,CC(=O)NCCC1=C2C=C(C=CC2=CC(=C1)C3=CC=CC=C3)OC,Cc1ccccc1,-4.7
,C1OC2=C(O1)C=C(C=C2)/C=C/C3=C4C=C(SC4=CC=C3)C(=N)N,CCc1cccc2sc(C(=N)N)cc12,-6.3
,C1C2CC3CC1CC(C2)C3=CC4=NC5=C(O4)C=C(C=C5)OS(=O)(=O)N,CCc1nc2ccc(OS(N)(=O)=O)cc2o1,-6.1
,CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,CC(=O)c1ncn2c1C1CCCN1C(=O)c1c(Br)cccc1-2,-8.0
,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](CCC2=CC(=CC=C2)C(F)(F)F)O)C/C=C\CCCC(=O)O)O,CC[C@@H](O)CCc1cccc(C(F)(F)F)c1,-6.9
,C1CC2=C(NC1)N=C(C=C2)CCOC3=CC4=C(C=C3)N(C=C4)C(CC(=O)O)C5=CC6=C(C=C5)OCO6,CC(=O)CC(C)c1ccc2c(c1)OCO2,-6.1
,CCC1=NN(C(=NC(=O)C2=C(CCC2)C(=O)O)S1)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,CCc1ccc(C)cc1,-5.6
,CC(C)CC(CC(=O)NO)C(=O)NC1CCCCNCCCCCNC1=O,CNO,-3.4
,CC(=O)NC1=NC(=C(S1)C2=CC=NC=C2)C3=CC(=C(C(=C3)OC)OC)OC,COc1cc(C)cc(OC)c1OC,-5.1
,CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N5C(=NN=N5)N=C4C6=CC(=CC=C6)Cl)N,Cc1cccc(Cl)c1,-5.2
,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)C(=O)NC4(CCOCC4)CC(=O)NO,CNO,-3.4
,CCC(C)C(C(=O)NCCC1=CC=CC=C1)NCC(CS)N,CNCCc1ccccc1,-5.1
,CC1(CN(C2=CC=CC=C21)C(=O)NC3CC4CCC(C3)N4C)C,CN1CC(C)(C)c2ccccc21,-5.4
,CC(=O)N1C(CC(=N1)C2=CC=CC=C2Cl)C3=CC(=CC=C3)O,CC(C)=O,-3.1
,CC(C)C1CCC(CC1)N2CCC3(CC2)C(=O)NCN3C4=CC=CC=C4,CC1CCC(C(C)C)CC1,-5.3
,C1CC1CN2CCC34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.Cl,CCC1CC1,-3.8
,C1CCC(=NNC2=NC(=CS2)C3=CC=CC=C3)CC1,Cc1ccccc1,-4.7
,C1=CC=C(C=C1)S(=O)(=O)NN2C(=O)/C(=C/C3=CC=C(C=C3)F)/SC2=S,CCc1ccc(F)cc1,-5.5
,CC12CCC3C(C1CCC2(C=CI)O)CCC4=C3C=CC(=C4)O,CCC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-7.6
,C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)NS(=O)(=O)C3=CC=CC=C3,CC/C(C)=C/c1ccccc1,-6.2
,C1=CC=C(C=C1)S(=O)(=O)NN2C(=O)/C(=C/C3=CN=CC=C3)/SC2=S,CCc1cccnc1,-5.3
,CN(C)C(=O)N1C(=NC(=N1)C2=CC=C(C=C2)Cl)SC,Cc1ccc(Cl)cc1,-5.1
,CCCCCC1=CC=C(C=C1)C(=O)NC2=CN=CC=C2,CNc1cccnc1,-4.5
,C1=COC(=C1)C2=CC(=NC(=C2C#N)N)C3=CC=CO3,Cc1cc(C)c(C#N)c(N)n1,-5.7
,C1=CC=C(C=C1)OCCNC(=S)NC2=NC=CS2,Cc1ccccc1,-4.7
,CCC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CC(C)(C)C,0.0
,CCCC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CC(C)(C)C,-3.3
,CC1=CC=C(C=C1)N2C(=O)N(C2=O)C3=CC=C(C=C3)C,Cc1ccc(C)cc1,-5.2
,C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC=C(C=C3)CC4=CC=C(C=C4)CN5C6=CC=CC=C6C(=O)C5=O,CCc1ccc(Cc2ccc(CC)cc2)cc1,-6.8
,C1=CC=C(C=C1)CCOC(=O)C2=CC(=C(C(=C2)O)O)O,CCCc1ccccc1,-5.6
,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)CCC3=O,COc1ccccc1C,-5.0
,C1=CC=C(C=C1)C(=O)NC2=NC(=CS2)C3=CC=CC=N3,CC(=O)c1ccccc1,-5.7
,C1CCC2=CC=CC=C2CC(C(=O)NC(C1)C(=O)O)CS,CO,-2.2
,CN(C)CC(COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O,Cc1cc(Cl)ccc1Cl,-5.3
,CN(C(CN1CCCC1)C2=CC=CC=C2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,CC(=O)Cc1ccc(Cl)c(Cl)c1,-6.3
,COC1=CC=CC=C1N2CCN(CC2)CC3=NC4=CC=CC=C4N3,CCc1nc2ccccc2[nH]1,-5.8
,C1=CC(=CC(=C1)Br)NC2=NC=NC3=C2C=CC(=C3)N,Cc1ncnc2cc(N)ccc12,-5.9
,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC,COc1cc2c(C)ncnc2cc1C,-6.3
,CC1=C(C2=C(N1)C3C45CCN(C(C4(C2)O)CC6=C5C(=C(C=C6)O)O3)CC7CC7)CC8=CC=CC=C8,Cc1[nH]c2c(c1Cc1ccccc1)CC1(O)C3Cc4ccc(O)c5c4C1(CCN3C)C2O5,-0.0
,CC1=CN(C(=O)NC1=O)C/C=C\COC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,CC(c1ccccc1)(c1ccccc1)c1ccccc1,-7.6
,CC(=CCCC(=CCCC(=CCNC(=O)CCC(=O)O)C)C)C,CCCCC(C)C,-4.4
,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CSC=C4,CNc1n[nH]c2cc(C)ccc12,-5.7
,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)F,CNc1n[nH]c2cc(C)ccc12,-5.7
,CN1C=C(C2=CC=CC=C21)C(=O)C(=O)N[C@H]3CN4CCC3CC4,CN[C@H]1CN2CCC1CC2,-5.1
,C1CC1CN2CCC34C5C(=O)C(=CC6=CC=CC7=CC=CC=C76)CC3(C2CC8=C4C(=C(C=C8)O)O5)O,CC1CC2(O)C3Cc4ccc(O)c5c4C2(CCN3C)C(O5)C1=O,-7.8
,C1CN(CCN1)C2=CC=CC3=C2C=C(N3)S(=O)(=O)C4=CC=CC=C4,Cc1cccc2[nH]c(S(=O)(=O)c3ccccc3)cc12,-7.2
,C1=CC=NC(=C1)C2=NOC(=N2)C3=CC(=CC=C3)Cl,Cc1ccccn1,-4.2
,C=CCN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)O.Br,C=CCC,-3.2
,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)[N+](=O)[O-])Cl,Cc1ccc(Cl)cc1,-5.1
,CC1=NC2=C(C=CC(=C2C=C1)C3=NC(=CS3)C(=O)N)OC,Cc1nc(C(N)=O)cs1,-5.1
,CCOC(=O)C1=C(NC(=S)N[C@H]1C2=CC(=CC=C2)O)C,CC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(O)c1,-6.2
,CC(=CCC/C(=C/COC1=C(C=C2C=CC(=O)OC2=C1)OC)/C)C,COc1cc2ccc(=O)oc2cc1C,-6.2
,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)OCCN,Cc1ncc2cc(C)c(=O)n(C)c2n1,-6.2
,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=C(C=C4)N5CCOCC5,Cc1c(Cl)cccc1Cl,-5.5
,CC1=C(C2=C(C=C1)C(=O)N3C=C(C[C@H]3[C@H](N2)OC)/C=C/C(=O)N)O,CCC1=CN2C(=O)c3ccc(C)c(O)c3N[C@H](OC)[C@@H]2C1,-7.3
,CC(C1=CC2=CC(=CC(=C2C(=O)O1)O)OC)C(=O)O,COc1cc(O)c2c(=O)oc(C(C)C(C)=O)cc2c1,-6.8
,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C(=O)OCC2=CC=CC=C2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC,CC(=O)[C@@H]1CN(C)CCN1C,-4.3
,C1CCN(CC1)CCOC(=O)C2=CNC3=CC=CC=C32.Cl,CN1CCCCC1,-4.2
,CC(=O)NCC1=CC(=CC=C1)OC[C@H](CNCCC2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3)O,CCCc1ccc(C)cc1,-6.1
,CCCN(CCC1=CC=CC=C1)C2CCC3=C(C2)C=CC=C3O.Cl,CC1CCc2c(O)cccc2C1,-5.7
,CCOC(=O)C1=CC=C(S1)C(=O)C(F)(F)F,CC(=O)c1ccc(C(=O)C(F)(F)F)s1,-6.3
,CNC1=C2C(=C3C=C(NC3=N1)C4=CC=CC(=N4)CNC(=O)COC)N(C=N2)C,CNc1nc2[nH]c(C)cc2c2c1ncn2C,-5.8
,CCCCNC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CN=C(C=C3)OCCN(C)C)N,CCc1ccc(C)nc1,-5.1
,CC1=NC(=NC=C1C2=NC3=C(C(=N2)N4CCOCC4)SC(=C3)C(C)(C)O)N,Cc1cnc(N)nc1C,0.0
,COC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F,CNc1ccnc2cc(OC)ccc12,-6.1
,CN1CCC(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)CCC4=CC=CC=C4CC(=O)N)C(F)(F)F)OC,Cc1ncc(C(F)(F)F)c(CCc2ccccc2CC(N)=O)n1,-7.5
,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=C(C=C2)CNC(=O)C3=CN=C4C(=C3)C=NN4)C(F)(F)F,CNCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1,-7.7
,CN(CCO)C1=CC2=C(C=C1)N=C(N=C2N3CCC(CC3)C4=CC=CC=C4OC)C5(CC5)F,Cc1ccc2nc(C3(F)CC3)nc(C)c2c1,-6.8
,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=CC=C4)OC(=O)CC,CCCN1CCc2cccc3c2C1Cc1cccc(OC)c1-3,-7.6
,C1CN(CCC1C(=O)NCC2=CC=C(C=C2)F)S(=O)(=O)C3=CC(=CC(=C3)Cl)Cl,CNCc1ccc(F)cc1,-5.3
,COCCNC1CCC(CC1)NC2=NC=C(C(=C2)C3=CSC(=N3)NCC4(CCOCC4)C#N)Cl,CCC1(C#N)CCOCC1,-5.2
,CC1(C=CC(=O)C2(C1(CCC3(C2(CC4=C(O3)C=C(OC4=O)C5=CC6=C(C(=C5)OC)OCO6)O)C)O)C)C,Cc1cc2c(c(=O)o1)CC1(O)C(C)(CCC3(O)C(C)(C)C=CC(=O)C31C)O2,-8.4
,CC1=CC(=NC=C1)N2C(=CC(=C2C)CN(C)CC3=NC=CN3)C,Cc1ccnc(C)c1,-4.5
,COC1=CC=CC=C1NC2=NC3=CC=CC=C3S2,COc1ccccc1C,-5.0
,C1CCC2(CC1)CC(CO2)NC3=NC=NC(=C3)CN,CC1COC2(CCCCC2)C1,-5.1
,CCC1=NC(=C(N1)C)CN2CCC3=C(C2C4=NC5=CC=CC=C5N4)N=CN3,CCc1nc(CC)c(C)[nH]1,-5.1
,CCCC1=CC(=C(C(=C1C(=O)O)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)c(C(C)=O)c1O,-6.6
,CCOC(=O)CNC(=O)C(C1=CC=CS1)N(C2=C(C=C(C=C2)OC)OC)C(=O)C#C,C#CC(C)=O,-3.3
,C1CC(C1)N2CCC(CC2)OC3=CC4=C(CN(C(=O)CO4)C5CCC5)C=C3,Cc1ccc2c(c1)OCC(=O)N(C)C2,-6.1
,C1CC1COC2=CC3=C(C(=C2)F)C(=O)NC(=N3)CSC4CCC(CC4)O,Cc1cc(F)c2c(=O)[nH]c(CSC3CCC(O)CC3)nc2c1,0.0
,CC1=C(SC(=C1)C(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,CC(=O)c1sc(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1C,-7.8
,CC1=C(C(=NN1)C)C2=CC=C(C=C2)NC(=O)[C@H](C(C3CC3)C4CC4)NC(=O)C5=CC=NN5C(C)C,CNc1ccc(C)cc1,-5.2
,COCCNC(=O)[C@@H]1C[C@H](CN1CC2=CC3=C(C=C2)C4=CC=CC=C4C3)SC5=NC6=CC=CC=C6N5,CNCCOC,-3.1
,CCC1=C(NN=C1)C2CCCN(C2)C3=NN=C(C=C3)C4=NC=CN4C,CCc1cn[nH]c1C1CCCN(C)C1,-5.6
,CC1=C(NC2=CC=CC=C12)CN(C)C3=NC=NC(=C3)CN,CCc1[nH]c2ccccc2c1C,-6.1
,CC1=NC(=NO1)[C@]2(C3=C(C[C@@H](N2)C4=NC=C(N4)C5=CC=C(C=C5)F)C6=CC=CC=C6N3)C7=CN(N=C7)C,Cc1cnc([C@H]2Cc3c([nH]c4ccccc34)[C@](c3cnn(C)c3)(c3noc(C)n3)N2)[nH]1,-8.6
,CC1=NN=C2N1N=C(C3=CC=CC=C32)N[C@@H](C)[C@H](C4=CC=CC=C4)N(C)C,Cc1nn2c(C)nnc2c2ccccc12,-7.2
,C1CC(CNC1)NCCCC2=NC3=CC=CC=C3S2,CCCCc1nc2ccccc2s1,-5.7
,CC1=CC(=NN1)CN2CCC3=C(C2C4=COC=C4)N=CN3,CN1CCc2[nH]cnc2C1c1ccoc1,-6.2
,CN1C=CN=C1C2=NN=C(C=C2)OC3=CC=CC(=C3Cl)CN4CCCC4,Cc1ccc(C)nn1,-4.7
,CC1=NN2C=C(N=C2S1)CN3C=CN=C3C4=CN=CN4,CCc1cn2nc(C)sc2n1,-5.2
,CN1C=C(C=C1/C=C/C(=O)NO)/C=C/C(=O)C2=CC(=CC=C2)F,CCc1cc(CC)n(C)c1,-5.2
,COC1=CC(=CC(=C1OC)OC)NC2=NC=C3C=CN(C3=N2)C4=CC=CC(=C4)CCC#N,Cc1ncc2ccn(C)c2n1,-5.2
,COC1=C(C=C2C(=C1)C=C(S2)C(=O)CCC(=O)O)OC,COc1cc2cc(C(=O)CCC(C)=O)sc2cc1OC,-5.8
,CC(C)C[C@@H]1CN2CCC3=CC(=C(C=C3[C@H]2C[C@H]1O)OC)OCCCF,COc1cc2c(cc1C)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,-7.8
,CCCCCC(CCC1CCC(=O)N1CCCCCCC(=O)O)O,CCCCCCCC(C)=O,-4.4
,C1C[C@H](CN(C1)C2=C3C(=CNC3=NC=C2Br)NC(=O)C4CC4)N,CC(=O)C1CC1,-4.1
,CN(C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2)S(=O)(=O)C3=CN(N=C3)C4=CC=C(C=C4)F,CNc1ccccc1,-5.4
,C1=CC(=CC(=C1)Cl)CN2C=C(C=CC2=O)C3=CC4=C(C=C3)C(=NN4)N,CCc1cccc(Cl)c1,-5.3
,CCN(CC)S(=O)(=O)NC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)C4CC4,CNc1n[nH]c2cc(C)ccc12,-5.7
,CC[C@]1(CCC2=C1N=C(C=C2)N3C4=NC(=NC=C4C(=O)N3CC=C)NC5=CC=C(C=C5)N6CCN(CC6)C)O,CC[C@@]1(O)CCc2ccc(C)nc21,-6.3
,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Cl-],CC[n+]1c(C)c2cc(N)ccc2c2ccc(N)cc21,-7.9
,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)C=C(C=C8)N=C(N)N,CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4cc(N=C(N)N)ccc4c2CC3(O)C1C5,-9.8
,CN(C)CCOC(=O)C12CC3CC(C1N(C3)CCC4=C2NC5=CC=CC=C45)CCOC,COCCN(C)C,-3.3
,C1CNCCC1NCCNC(=O)C2=CC=C(C=C2)I,CC1CCNCC1,0.0
,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C,COc1cc(F)ccc1C,-5.8
,C1[C@@H]2[C@H]1[C@@H]3C=C[C@H]2[C@@H]4[C@H]3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F.O,CC(=O)c1ccc(C(F)(F)F)cc1,-6.7
,CC1(CCN(CC1)C2=NC3=NNC(=C3N=C2)C4=C(C(=CC=C4)Cl)Cl)N,Cc1cccc(Cl)c1Cl,-5.4
,CC1=NC2=CC(=C(C=C2C(=N1)N[C@H](C)C3=CC(=CC(=C3)N)C(F)(F)F)O[C@H]4CCOC4)OC,CC(C)c1cc(N)cc(C(F)(F)F)c1,-6.3
,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=C3Cl,CS(=O)(=O)c1cccc2c(Cl)cccc12,-6.6
,CN(C)CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC,CC(=O)C12CC3CC(CCN(C)C)C1N(CCc1c2[nH]c2ccccc12)C3,-8.2
,C1[C@H]([C@@H]([C@H](C1=O)CCC(=O)O)CCC(=O)CCCCC(=O)O)O,CO,-2.2
,C1CN(CCN1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CC1c2nccnc2C(=O)N1C,-5.4
,CCN1CCC2=C3C1CC4=C(C3=CC(=C2)C5=CC=CC=C5)C(=C(C=C4)O)O,CCN1CCc2cc(C)cc3c2C1Cc1ccc(O)c(O)c1-3,-8.2
,COC1=CC(=C(C=C1)OC)CCC2=CC(=C(C=C2)O)C(=O)OC,COc1ccc(OC)c(CCc2ccc(O)c(C(C)=O)c2)c1,-7.1
,COC1=C(C=CC2=C1N(C=C(C2=O)C(=O)O)[C@@H]3C[C@@H]3F)N4CC[C@H](C4)C5(CC5)N,CN1CC[C@@H](C2(N)CC2)C1,-4.6
,COC1=CC=C(C=C1)CCNC(=O)/C=C/C2=CC(=C(C=C2)O)O,CCc1ccc(O)c(O)c1,-5.4
,CCCCCCCCCCCC[C@H]([C@H](C)C(=O)O)C(=O)O,CCCCCCCCCCCC[C@@H](C(C)=O)[C@H](C)C(C)=O,-5.2
,C1=CC2=C(C=C1OCC(F)(F)F)OC3=C(S2(=O)=O)C=CC(=C3)F,Cc1ccc2c(c1)Oc1cc(F)ccc1S2(=O)=O,-7.2
,CC(C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OCC(CN5CCCC5)O)C(=O)N,Cc1ccc2ncn(C)c2c1,-6.1
,C1CC(=O)[C@@H]([C@H]1/C=C/[C@H](COC2=CC=CC=C2)O)CCCCCCC(=O)O,CC[C@H]1CCC(=O)[C@@H]1CCCCCCC(C)=O,-5.2
,C1COCCN1CC2=CNC(=C2)/C=C\3/C4=C(C=CC(=C4)CN5C(=O)CSC5=O)NC3=O,CCc1ccc2c(c1)C(C)C(=O)N2,-6.9
,COC1=CC=C(C=C1)CN2CC3CCC(C2CN3CC=C)O,CCc1ccc(OC)cc1,-5.5
,CC1=CC=C(C=C1)C2=NN=C(C=C2)N3CC4CN(CC4C3)C.Cl,Cc1ccc(C)cc1,-5.2
,CC(C1=CC=CC2=CC=CC=C21)N3CCC(CC3)C(=O)NCC4=CC=C(C=C4)OC,CC(C)c1cccc2ccccc12,-6.7
,CN1CCN(CC1)C2=CC=C(C=C2)CNC(=O)C3=CC=NO3,CC(=O)c1ccno1,-5.2
