Name,SMILES,BestFragment,BestScore
,C1CCCN(CC1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,CS(=O)(=O)c1ccc(Cl)cc1,-4.8
,CCC(=O)C1(CCN(CC1)CCOCCO)C2=CC=CC=C2,CCCN1CCC(C(=O)CC)(c2ccccc2)CC1,-6.5
,CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC(=CC(=C3)F)F)O)(C)C,CN[C@H]1c2cc(C(C)=O)ccc2OC(C)(C)[C@@H]1O,-6.7
,C[N+](C)(CCC1=CC=C(C=C1)Br)CCOC2=CC=C(C=C2)N,Cc1ccc(N)cc1,-4.9
,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C,CN1C(=O)c2cccnc2Nc2ccccc21,-6.6
,CC(C)N(C)CCN1C2=CC=CC=C2S[C@H]([C@H](C1=O)OC(=O)C)C3=CC=C(C=C3)OC,COc1ccc([C@@H]2Sc3ccccc3N(C)C(=O)[C@@H]2OC)cc1,-7.2
,CC(C)(C)C(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,CN1C(=O)C(CCC(=O)C(C)(C)C)C(=O)N1C,-5.7
,C1CN(CCN1CCCN2C(=O)C3=CC=CC=C3NC2=O)C4=CC(=CC=C4)Cl,CCCCn1c(=O)[nH]c2ccccc2c1=O,-6.4
,C=CC(=O)N1CC(C1)N2CCN(CC2)C(=O)CNC3=C(C=C(C(=C3)C4CC4)Cl)O,Cc1cc(C2CC2)c(Cl)cc1O,-6.4
,CC1=CC(=O)N(C(=C1)C2CCCCC2)OCOP(=O)(O)O,Cc1cc(C2CCCCC2)n(C)c(=O)c1,-5.5
,CC1=C(SC(=N1)NC(=O)[C@H](C(C)C)N2C(=O)C3=CC=CC=C3NC2=O)C4=NN=C(O4)C,Cn1c(=O)[nH]c2ccccc2c1=O,-6.0
,CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,CCC(CC1CCNC1=O)NC,-5.4
,C1CCN(CC1)C(=O)C2=CC=CC=C2NC3=CC=NC=C3,CN1CCCCC1,-4.2
,CC1CCC2=C(C1)C3=C(C=C(C=C3OC(=O)C)C)OC2(C)C,COc1cc(C)cc2c1C1=C(CCC(C)C1)C(C)(C)O2,-7.5
,C1=CC(=CC=C1C2=NC=C(N2CCO)[N+](=O)[O-])F,Cc1ccc(F)cc1,-5.1
,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCCCC2,CNC1CCCCCCC1,-5.4
,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)NC(=O)C3=CC=CS3)O,CCc1cc(Br)cc(Br)c1NC,-5.2
,CC(C)(C)[C@@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,CC(=O)[C@@H]1N[C@H](C(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,-9.0
,COC1=CC=CC=C1N2CCN(CC2)CC(COC3(CCCCC3)C#C)O,C#CC1(C)CCCCC1,-5.4
,CC(C)(C)C(=O)OC1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,COC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,-7.4
,C[C@@H](C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,CC(=O)[C@@H](C)c1ccc(C)cc1,-6.1
,C1=CC=C(C(=C1)/C=N\OCCC(=O)O)C(F)(F)F,CC(=O)CCO/N=C\c1ccccc1C(F)(F)F,-6.4
,COC1=CC=C(C=C1)C2=NC(=O)N(N=C2C3=CC=C(C=C3)OC)CC4CC4,CCC1CC1,-3.8
,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(CNC(=O)C3=CN=CC=C3)C(C)C,Cc1c(C)n(C)n(C)c1=O,-5.0
,CCOC(=O)N(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)S(=O)(=O)C(F)(F)F,CN(C)c1cccc(C(=O)c2ccccc2)c1,-6.8
,CCCCOC1=C(C=C(C=C1)C(=O)OCCOCCN(CC)CC)N,CC(=O)c1ccc(C)c(N)c1,-6.4
,CCC(=O)C1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)N3CCCCC3,CCCCC(=O)c1ccc(F)cc1,-6.0
,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CN=CC=C4,CN1CCc2ccccc2CC1,-5.6
,C[C@@H](C1=CC=C(C=C1)CN2CCN(CC2)C(=O)C)NC3=NC=CC(=N3)N4[C@H](COC4=O)C(C)C,CCc1ccc(C(C)C)cc1,-5.9
,COC1=NC=CC(=C1)C(=O)C2=CC(=CC(=C2)C3=C4C=CNC4=CC=C3)NS(=O)(=O)C,COc1cc(C(=O)c2cc(C)cc(C)c2)ccn1,-6.7
,C1=C(C=C(C(=C1Br)O)Br)C[C@H](C(=O)O)N,CC(=O)[C@H](N)Cc1cc(Br)c(O)c(Br)c1,-5.4
,CCOC(=O)[C@H](CC1=CC=C(C=C1)[N+](=O)[O-])N.Cl,CC(=O)[C@@H](N)Cc1ccc([N+](=O)[O-])cc1,-6.1
,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)N[C@@H](CC4=CN=CN4)C(=O)O,COCC1c2ccccc2-c2ccccc21,-6.7
,COC1=CC=C(C=C1)S(=O)(=O)NCCCC(=O)NC2=CC=C(C=C2)SC3=CC=C(C=C3)N,CNc1ccc(Sc2ccc(N)cc2)cc1,-5.9
,CC(C)(C)OC(=O)N[C@@H](CC(=O)OC1CCCCC1)C(=O)O,CC1CCCCC1,-4.8
,C1CN(CCN1C/C=C/C2=CC=CC=C2)C3=NN=C(C=C3)Cl,CC/C=C/c1ccccc1,-5.5
,CCCCC[C@H](/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)C(=O)O)O,CC[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)C(C)=O,-5.6
,C1CCN(C1)C(=O)C(CCN2CCOCC2)(C3=CC=CC=C3)C4=CC=CC=C4,CN1CCCC1,-3.7
,CN1CCC(=C2C3=C(N=CC=C3)OC4=CC=CC=C42)CC1,CC1c2ccccc2Oc2ncccc21,-6.9
,C1=CC(=C(C(=C1)Cl)Cl)C2=NN=NN2CC3=CN=CC=C3.Cl,CCc1cccnc1,-5.3
,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(C4=CC=CC=C4)C5=CC=CC=C5,CCc1ccc2c(c1)OCO2,-5.8
,CCCCCCCC[C@@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O,CC/C=C/[C@@H](O)CCCCCCCC,-5.1
,CC1=CC=CC=C1[C@H](C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C,Cc1cccc(F)c1,-5.2
,CC[S@](=O)C1=NC(=CC(=N1)C(F)(F)F)C2=CC(=CC=C2)OCC3=CC=CC=C3,CCc1ccccc1,-5.2
,CC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](C1CCCCC1)NC(=O)C2=NC=CN=C2,CC(=O)c1cnccn1,-5.5
,CSC1=CC=C(C=C1)CN2CCCC(C2)NC3=CC4=C(C=C3)NN=C4,CCc1ccc(SC)cc1,-5.1
,C1C[C@H](N(C1)C(=O)CNC23C[C@H]4C[C@H](C2)CC(C4)(C3)O)C#N,CN1CCC[C@H]1C#N,-4.4
,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N)NS(=O)(=O)C4=CN(C=N4)C,CNc1cc(C)ccc1C,-5.6
,CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=CC=CC(=C42)O.Cl,CC(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,-8.1
,C1CN(CCN1C2=C3C=CC(=CC3=NC=C2)Cl)S(=O)(=O)C4=C(C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-],CS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-6.1
,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)N(CC(=O)O)CC(=O)O,CCC1c2ccccc2-c2ccccc21,-7.3
,[2H]C1=C(C(=C(C(=C1C(=O)NC(CC2=CC(=O)NC3=CC=CC=C32)C(=O)O)[2H])[2H])Cl)[2H],CO,-2.2
,C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC=C3CCNCC4=CC=C(C=C4)C=CC(=O)NO,CCCc1c[nH]c2ccc(C)cc12,-6.4
,CCCCCCCCCOC1=CC2=C(C=C1)NC=C2CCN.C(=O)(C(=O)O)O,Cc1ccc2[nH]cc(CCN)c2c1,-6.5
,CC(C)CC(C(=O)NCC#N)NC(C1=CC=C(C=C1)C2=CSC=C2)C(F)(F)F,Cc1ccc(C(C)C(F)(F)F)cc1,-6.6
,CCCCCCCCCCCCC/C=C/[C@@H]([C@@H](CO)N)O,CC[C@H](O)[C@H](N)CO,-4.3
,CCN(CC)CC(C)(C)COC(=O)C1=CC=C(C=C1)[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])cc1,-6.4
,CC(C)CC(C(=O)NCC#N)NC(C1=CC=C(C=C1)C2=CC=NC=C2)C(F)(F)F,CC(=O)C(C)CC(C)C,-4.9
,COC(=O)COC(=O)CC1=CC=CC=C1NC2=C(C=CC=C2Cl)Cl,CC(=O)Cc1ccccc1C,-5.8
,CC(C)CC(C(=O)NCC#N)NC(C1=CC=C(C=C1)C2=NC=CS2)C(F)(F)F,Cc1ccc(C(C)C(F)(F)F)cc1,-6.6
,CC(C)CC(C(=O)NCC#N)NC(C1=CC=C(C=C1)C2=CC=C(C=C2)F)C(F)(F)F,Cc1ccc(C(C)C(F)(F)F)cc1,-6.6
,C1=C(C=C(C(=C1I)O)I)C[C@H](C(=O)O)N,CC(=O)[C@H](N)Cc1cc(I)c(O)c(I)c1,-5.8
,C1C[C@@H](N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)CC(=O)O,COCC1c2ccccc2-c2ccccc21,-6.7
,C1[C@H]([C@@H]([C@H]([C@@H]1F)C/C=C\CCCC(=O)O)/C=C/[C@H](COC2=CC=CC=C2)O)O,Cc1ccccc1,-4.7
,CC1CC(C(OC1CC=C(C)C=CC2C(C3(CC(O2)(C)OC)CO3)O)C)NC(=O)C=CC(C)OC(=O)C,COC1(C)CC2(CO2)C(O)C(C=CC(C)C)O1,-6.2
,C1=CC=C(C=C1)COC(=O)SC[C@@H](C(=O)O)N,COCc1ccccc1,-4.9
,CC1CN(CCN1C(=O)OCC2=CC=CC=C2)C(=O)C(C)(C(F)(F)F)O,CCc1ccccc1,-5.2
,C1CN(CCN1C2C[Si](CC2O)(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C5=CC=CC=C5,Cc1ccccc1,-4.7
,C1=CC=C2C(=C1)C(=CN2)CCNCC3=CC=C(C=C3)C=CC(=O)NO,CCCc1c[nH]c2ccccc12,-6.4
,CN\1CCC/C1=N\C(=NC2=CC=CC=C2)N3CCOCC3,CC(=Nc1ccccc1)/N=C1\CCCN1C,-6.0
,CC1=CC(=C(N1C2=CN=CC=C2)C)/C=C/3\C(=O)NC(=S)S3,Cc1cccnc1,-5.0
,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C(=O)CCC(=O)O)F)C(=O)O,CCn1cc(C(C)=O)c(=O)c2cc(F)c(C)cc21,-6.9
,CCN(C1=NN=CS1)P(=O)(N2CC2)N3CC3,Cc1nncs1,-3.7
,CCCCCOC1CCC(CC1)NC(=O)C2=C3N=C(C=C(N3N=C2)C)C,CC(=O)c1cnn2c(C)cc(C)nc12,-5.8
,CC1=CC(=CC=C1)CC(C(=O)NC(COCC2=CC(=CC=C2)C(=O)O)C#N)NC(=O)C3=C(C=C(C=C3)F)F,CCc1cccc(C(C)=O)c1,-6.0
,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)O,COc1cc2c(cc1O)C(=O)C(CC1CCN(C)CC1)C2,-7.4
,CC(C)N(CCC(C1=CC=CC=C1)C2=C(C=CC(=C2)CO)O)C(C)C,CCCC(c1ccccc1)c1cc(CO)ccc1O,-7.0
,C1=CC(=CC=C1C=CC(=O)O)C2=C(N=CN2)C3=CC=C(C=C3)C=CC(=O)O,Cc1nc[nH]c1C,-4.0
,CCCC(=O)OC1=CNC2=C1C(=C(C=C2)Br)Cl,Cc1c[nH]c2ccc(Br)c(Cl)c12,-6.2
,C1=CC=C(C=C1)COC(=O)CC(C(=O)OCC2=CC=CC=C2)N,CCc1ccccc1,-5.2
,C=CC(=O)NC1=NC2=C(C=C1C=CCCN3CCOCC3)N=CN=C2NC4=CC(=C(C=C4)F)Cl,CCc1cc2ncnc(C)c2nc1NC,-7.0
,CCOC1=CC=C(C=C1)C2=CN(N=C2C3=CC(=C(C(=C3)OC)OC)OC)C,COc1cc(C)cc(OC)c1OC,-5.1
,CC(C)C(C(=O)C(F)(F)F)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)C(=O)O,CC(=O)c1ccc(C(C)=O)cc1,-5.7
,COC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C=CC(=O)NO)OC,COc1ccc(C)cc1OC,-6.2
,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC.Cl,COC,0.0
,CC(C)N(CCC1=CNC2=CC=CC=C21)CC3=CC=C(C=C3)C=CC(=O)NO,CCCc1c[nH]c2ccccc12,-6.4
,CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=C(C=CC(=C4)C(=O)ON5C(=O)CCC5=O)C(=O)[O-],Cc1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,-7.4
,C1=CC=C2C(=C1)C(=CN2)C3=CC(=C(N3)O)C4=C5C=CC=CC5=NC4=O,Cc1cc(C2=c3ccccc3=NC2=O)c(O)[nH]1,-7.2
,C1=CC(=C(C=C1I)F)NC2=C(C3=C(C=C2C(=O)NOCCO)SC=N3)F,CC(=O)c1cc2scnc2c(F)c1C,-6.3
,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F.Cl,CC(=O)c1cn(C)c2cc(C)c(F)cc2c1=O,-7.4
,CC1=C(N=C(N1)NC(=O)[C@@H](C)C2=CC=C(C=C2)Cl)C3=CC(=C(C=C3)OC)S(=O)(=O)CCO,CC(=O)[C@@H](C)c1ccc(Cl)cc1,-5.9
,C1=CC(=CC=C1C2=CC3=C(S2)C(=NC=N3)Cl)F,Cc1ccc(F)cc1,-5.1
,CC1=C(N(CO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,CNC1C(=O)N2C1SC(C)(C)C2C(C)=O,-5.6
,CCCCCCCCCC1=CC=C(C=C1)CN2CC[C@H](C2)P(=O)(O)O,CN1CC[C@@H](P(=O)(O)O)C1,-4.5
,CCC1=NN(C(=C1)NC(=O)NC(CCN2CC(C2)OC3=CC=C(C=C3)Cl)CO)C,CCc1cc(NC)n(C)n1,-5.9
,C1CC(=O)N(C1=O)OC(=O)NC2=CC3=C(C=C2)N=CC=C3,CN1C(=O)CCC1=O,-4.5
,COC1=CC=CC(=C1)C(=O)COC2=CC=C(C=C2)CC3=C(NC(=O)S3)O,Cc1ccc(Cc2sc(=O)[nH]c2O)cc1,-6.6
,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCCCCCC(=O)O,Cc1ccc([N+](=O)[O-])c2nonc12,-6.4
,CC(=CC[C@H](CC1=C2C(=C(C=C1O)OC)C(=O)[C@@H]([C@H](O2)C3=C(C=C(C=C3)O)O)O)C(=C)C)C,C=C(C)[C@H](CCC)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)[C@@H](O)C2=O,-7.4
,CC(C)(C(=O)NCC(=O)OC)NC(=O)C1=CC2=C(CCCCCC2)N(C1=O)CC3CCCCC3,CCC1CCCCC1,-5.0
,CS(=O)(=O)C1=CC=C(C=C1)CN2C3=C(CCC[C@@H]3CC(=O)O)C4=C2C(=CC(=C4)F)F,CC(=O)C[C@H]1CCCc2c1n(C)c1c(F)cc(F)cc21,-7.7
,CC(CCC1=CC=CC=C1)NCC(=O)C2=CC(=C(C=C2)O)C(=O)N.Cl,CCC(=O)c1ccc(O)c(C(N)=O)c1,-6.1
,COC1=CC=CC(=C1)N2C(=O)C3=C(C=C(N3C4=CC=C(C=C4)C5=C(C(=CC=C5)OC)O)Cl)NC2=O,COc1cccc(C)c1,-6.1
,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=C(N3C)C(=CC=C4)F,CN1CCc2c(c3cccc(F)c3n2C)C1=O,-7.2
,C1=CC=C(C=C1)CCCNCC2=CC=C(C=C2)C=CC(=O)NO,CCc1ccc(CC)cc1,-6.0
,COC1=CC2=C(C=C1)C=C(C=C2)C(C#N)OC(=O)CC3C(O3)C4=CC=CC=C4,COc1ccc2cc(C(C#N)OC)ccc2c1,-6.5
,[2H]C1=C(C(=C(C(=C1N)[2H])[2H])S(=O)(=O)NC2=NOC(=C2)C)[2H],CNc1cc(C)on1,-4.8
,COC1=CC2=C(C=C1)NC=C2CCNCC3=CC=C(C=C3)C=CC(=O)NO,CCc1ccc(CC)cc1,-6.0
,C1CC(=O)N(C1=O)OC(=O)CCCSSC2=CC=CC=N2,CN1C(=O)CCC1=O,-4.5
,CC(C)CN(C1CCNC1)C(=O)C2=CC(=C(C=C2)Cl)Cl,CC(=O)c1ccc(Cl)c(Cl)c1,-5.9
,CC(C)C(C(=O)O)NS(=O)(=O)C1=CC2=C(C=C1)C3=C(O2)C=CC(=C3)NC(=O)OC,CNc1ccc2oc3cc(S(C)(=O)=O)ccc3c2c1,-7.2
,C1C(NC(C(=O)O1)CC2=CC=CC=C2)C(=O)NCC3=CC=CC=C3,CC(=O)C1COC(=O)C(Cc2ccccc2)N1,-6.6
,CN(C)CCOC(C1=CC=CC=C1)C2=CC=C(C=C2)OC,COc1ccc(C(C)c2ccccc2)cc1,-6.3
,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OCC(=O)O)OCC(=O)O,Cc1cc(C)c2c(=O)cc(C)oc2c1,-6.8
,CCCC(=O)O[C@@]1(CCC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)C,CO[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-8.0
,CC(C)(C(=O)OCCNC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,CC(=O)c1cccnc1,-4.9
,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CCC(=O)O,CNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-6.6
,CCN(CC)CC(CNC(=O)C1=C(C2=CC=CC=C2N1C3=CC=CC=C3)OC)O,Cc1ccccc1,-4.7
,CC1=C(C2=CC(=C(C=C2N1)OC)OC)CCN3CCN(CC3)C4=CC=CC=C4OC,CCCc1c(C)[nH]c2cc(OC)c(OC)cc12,-6.3
,COC1=NC=C(N=C1)C2=C3CC(COC3=CC=C2)NC(=O)C4=CN=C(C=C4)OCC(F)(F)F,CNC1COc2cccc(C)c2C1,-5.8
,CN(C)CCOCC(=O)NC12CC3CC(C1)CC(C3)C2.Cl,CCC(C)=O,-3.6
,CC1=CN=C(C=N1)C2=C3CC(COC3=CC=C2)NC(=O)C4=CN=C(C=C4)COCC(F)(F)F,CCc1ccc(C(C)=O)cn1,-6.6
,C[C@@H](C1=CN(C=N1)C2=CC=C(C=C2)C(F)(F)F)NC3=NC=CC(=N3)N4[C@H](COC4=O)CF,Cc1ccnc(C)n1,-4.8
,C1=CC(=CC=C1C=C2C(=O)NC(=O)S2)OC3=CC(=C(C=C3)C#N)C(F)(F)F,Cc1ccc(C#N)c(C(F)(F)F)c1,-6.4
,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)[N+](=O)[O-])F,CNc1ccc(Cl)c([N+](=O)[O-])c1,-5.4
,CN(CC1=CC=CC=C1)C(=O)C2CCCN(C2)CC3=CC=C(C=C3)C(F)(F)F,CN(C)Cc1ccccc1,-5.1
,CC1=CC(=CC=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)N6CCN(CC6)C,Cc1ccc2nc(C)[nH]c2c1,-5.8
,COC1=C(C=CC(=C1)OC2=CC(=C(C=C2)C#N)C(F)(F)F)C=C3C(=O)NC(=O)S3,Cc1ccc(C#N)c(C(F)(F)F)c1,-6.4
,COC1=CC(=CC(=C1OC2=CC(=C(C=C2)C#N)C(F)(F)F)OC)C=C3C(=O)NC(=O)S3,Cc1ccc(C#N)c(C(F)(F)F)c1,-6.4
,C[C@@H](C1=CC(=C(C=C1)Cl)Cl)NC[C@@H](CP(=O)(CC2=CC=CC=C2)O)O.Cl,CC(C)c1ccc(Cl)c(Cl)c1,-6.3
,COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)S2)OC3=CC=CC=C3[N+](=O)[O-],Cc1ccccc1[N+](=O)[O-],-5.7
,CCCCCCCCCC(=O)NC1=CC(=CC=C1)[N+](=O)[O-],CNc1cccc([N+](=O)[O-])c1,-5.5
,CCN1C2=C(C=C(C=C2)CNCC3=CC=CC=N3)C4=CC=CC=C41,CCc1ccc2c(c1)c1ccccc1n2CC,-6.7
,CC1COC(CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,Cc1ccc2c(N)n[nH]c2c1,-6.2
,COC1=CC(=C(C=C1C(=O)CCC2CCN(CC2)CCNS(=O)(=O)C)Cl)N.Cl,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(C)CC1,-6.5
,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)F,Cc1ccc(F)cc1,-5.1
,CCC1COC(CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,Cc1ccc2c(N)n[nH]c2c1,-6.2
,CC1=CC=C(C=C1)C2(CC2)C(=O)N3CC(CC3C(=O)NC4(CC4)C#N)S(=O)(=O)C5=CC=CC=C5Cl,CC(=O)C1CC(S(=O)(=O)c2ccccc2Cl)CN1C,-7.5
,CC[N+](C)(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,CC(=O)C(O)(c1ccccc1)c1ccccc1,-6.4
,C1C(CNC1C(=O)NCC2=NC(=C(N2)C3=CC=CC=N3)C4=CC(=CC=C4)F)O,CC(=O)C1CC(O)CN1,-4.6
,C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO,Cc1ccncn1,-4.2
,CC1([C@@H]2C[C@H]1[C@@H]([C@H](C2)NS(=O)(=O)C3=CC=C(C=C3)I)C/C=C\CCCC(=O)O)C,CCC[C@@H]1[C@@H](NC)C[C@H]2C[C@@H]1C2(C)C,-5.7
,C1COCCN1C(=O)C2CC(CC2C(=O)NCC#N)S(=O)(=O)C3=CC=CC=C3Cl,CC(=O)C1CC(S(=O)(=O)c2ccccc2Cl)CC1C(C)=O,-6.7
,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=C(C=C1)COC(=O)CC(C(=O)OCC2=CC=CC=C2)N,COCc1ccccc1,-4.9
,C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F.Cl,CC[C@@H](C)C(=O)c1ccc(C(F)(F)F)cc1,-0.0
,COC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)O)C2=CC=C(C3=CC=CC=C32)N4CCC[C@H]4C(=O)O,COc1ccc(S(C)(=O)=O)cc1,-6.0
,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=CN=CC(=C2)C3=CN=C(N=C3)N,CC(C)c1c(Cl)ccc(F)c1Cl,-5.7
,CN1C=C(C=N1)NC2=NC=C(C(=N2)NC3C4CC(C3C(=O)N)C=C4)F,CC1C2C=CC(C2)C1C(N)=O,-6.8
,CC1CCN(C1C(=O)N)C(=O)NC2=NC3=C(S2)C4=CC(=NC=C4OC3)C(C)(C)C(F)(F)F,CNc1nc2c(s1)-c1cc(C(C)(C)C(F)(F)F)ncc1OC2,-7.0
,CCOC(=O)CC/C(=C/CC1=C(C(=C2COC(=O)C2=C1O)C)OC)/C,CCCc1c(O)c2c(c(C)c1OC)COC2=O,-6.3
,C1C2C(C2NCC3=NC4=C(C=C3)C=C(C=C4)F)CN1C5=NC=C(C=N5)C(=O)O,CC(=O)c1cnc(C)nc1,-5.0
,CC1(CC2=C(CO1)C(=NC(=C2C#N)N3CCN([C@@H](C3)C4CC4)C(=O)CCOC)C5CC5)C,Cc1nc(C2CC2)c2c(c1C#N)CC(C)(C)OC2,-6.4
,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)C/C=C/CCCC(=O)O)O,Cc1cccc(C(F)(F)F)c1,-6.1
,CC1=NC(=CC=C1)N2CCC(CC2)CCNC(=O)OCC(=O)NC,Cc1cccc(C)n1,-4.7
,CC(C(=O)NC(C1CCCCC1)C(=O)N2CC3CCCN3CC2C(=O)NC4CCOC5=CC=CC=C45)NC,CNC1CCOc2ccccc21,-5.8
,CC1=C(C(=C2C(=O)C=C(OC2=C1F)C3=CC(=C(C=C3)NC(=O)[C@H](CCCCN)N)F)N)F,Cc1cc(=O)c2c(N)c(F)c(C)c(F)c2o1,-6.3
,CCN1C2=CC=CC=C2N(C1=O)C3=C(CN(CC3)CC4CCCCCCC4)CO.Cl,CCC1CCCCCCC1,-5.5
,CCNC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCC2=CC=CC=C2)O)O)O,CCC[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,-6.5
,C[C@@H]([C@H](C1=CC=C(C=C1)O)O)N2CCC(CC2)(C3=CC=CC=C3)O.CS(=O)(=O)O,CC(C)[C@@H](O)c1ccc(O)cc1,-6.8
,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OCC)O)O,CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(C)=O,-5.8
,CNC1=CC=C(C=C1)/C=C/C2=NC3=C(O2)C=C(C=C3)OCCF,CCc1nc2ccc(C)cc2o1,-5.9
,CC1=C(C2=CC=CC=C2N1)CCN(CCF)CC3=CC=C(C=C3)C=CC(=O)NO,CCCc1c(C)[nH]c2ccccc12,-6.4
,C1CCC2=C(C1)C3=C(N=CN=C3S2)NC4CCC4,Cc1ncnc2sc3c(c12)CCCC3,-6.3
,CC(C)CC(C(=O)NC1=CC=CC=C1)NC(=O)C(CCC2=CC=CC=C2)CS,CNc1ccccc1,-5.4
,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)NC(=O)C4=CC=C(C=C4)F.Cl,CNc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,-6.8
