NAME,DRUG SMILES,FRAG_SMILES,docking score ,Molecular Weight,LogP,#Rotatable Bonds,#Acceptors,#Donors,Surface Area,"Absorption
Water solubility","Absorption
Caco2 permeability","Absorption
Intestinal absorption (human)","Absorption
Skin Permeability","Absorption
P-glycoprotein substrate","Absorption
P-glycoprotein I inhibitor","Absorption
P-glycoprotein II inhibitor","Distribution
VDss (human)","Distribution
Fraction unbound (human)","Distribution
BBB permeability","Distribution
CNS permeability","Metabolism
CYP2D6 substrate","Metabolism
CYP3A4 substrate","Metabolism
CYP1A2 inhibitior","Metabolism
CYP2C19 inhibitior","Metabolism
CYP2C9 inhibitior","Metabolism
CYP2D6 inhibitior","Metabolism
CYP3A4 inhibitior","Excretion
Total Clearance","Excretion
Renal OCT2 substrate","Toxicity
AMES toxicity","Toxicity
Max. tolerated dose (human)","Toxicity
hERG I inhibitor","Toxicity
hERG II inhibitor","Toxicity
Oral Rat Acute Toxicity (LD50)","Toxicity
Oral Rat Chronic Toxicity (LOAEL)","Toxicity
Hepatotoxicity","Toxicity
Skin Sensitisation","Toxicity
T.Pyriformis toxicity","Toxicity
Minnow toxicity"
152052687,CC[N@@H+]1C[C@@H](C)[C@@H](NCc2cccc(C(=O)N(C)C)c2)C1,CCc1cccc(C(C)=O)c1,-5.9,148.205,2.4516,2,1,0,67.053,-2.567,1.557,96.881,-1.406,No,No,No,0.296,0.337,0.421,-1.85,No,No,Yes,No,No,No,No,0.286,No,No,0.901,No,No,1.819,2.105,No,Yes,0.583,1.084
152052688,CCc1[nH+]ccn1[C@@H]1CCCN(C(=O)c2c(NC(C)=O)c[nH]c2C)C1,CNc1c[nH]c(C)c1C(C)=O,-4.9,152.197,1.56742,2,2,2,65.812,-1.437,1.256,92.72,-3.133,Yes,No,No,-0.021,0.641,0.153,-3.042,No,No,No,No,No,No,No,0.574,No,No,0.935,No,No,2.257,1.569,Yes,Yes,0.006,2.25
152052689,CC[N@H+]1C[C@@H](C)[C@@H](NCc2cccc(C(=O)N(C)C)c2)C1,CCc1cccc(C(C)=O)c1,-5.9,148.205,2.4516,2,1,0,67.053,-2.567,1.557,96.881,-1.406,No,No,No,0.296,0.337,0.421,-1.85,No,No,Yes,No,No,No,No,0.286,No,No,0.901,No,No,1.819,2.105,No,Yes,0.583,1.084
152052690,Cc1nn(C)c2sc(C(=O)NC[C@@H](CO)c3cccnc3)cc12,CC(=O)c1cc2c(C)nn(C)c2s1,-5.7,194.259,2.14582,1,4,0,79.982,-2.544,1.129,96.624,-2.42,No,No,No,-0.119,0.407,0.141,-2.373,No,No,Yes,No,No,No,No,0.294,No,No,0.923,No,No,2.263,1.929,No,No,0.752,1.204
152052691,CC(C)CCSCC(=O)N[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,-5.6,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052692,CC[N@@H+]1C[C@@H](C)[C@@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CC[N@@H+]1C[C@@H](C)[C@@H]([NH2+]Cc2cccc(C(C)=O)c2)C1,-6.3,262.397,-0.1243,5,1,2,115.546,-0.914,1.5,73.418,-2.82,Yes,No,No,1.377,0.583,0.094,-1.937,No,Yes,No,No,No,No,No,1.411,No,No,0.084,No,No,2.288,0.922,Yes,Yes,0.573,2.671
152052694,CC[N@H+]1C[C@@H](C)[C@@H]([NH2+]Cc2cccc(C(=O)N(C)C)c2)C1,CC[N@H+]1C[C@@H](C)[C@@H]([NH2+]Cc2cccc(C(C)=O)c2)C1,-6.2,262.397,-0.1243,5,1,2,115.546,-0.914,1.5,73.418,-2.82,Yes,No,No,1.377,0.583,0.094,-1.937,No,Yes,No,No,No,No,No,1.411,No,No,0.084,No,No,2.288,0.922,Yes,Yes,0.573,2.671
152052695,CC(C)[C@@H](NC(=O)Cc1cccc(NS(C)(=O)=O)c1)C(C)(C)O,CC(=O)Cc1cccc(C)c1,-5.8,148.205,2.12652,2,1,0,67.053,-2.409,1.377,97.907,-1.862,No,No,No,0.255,0.34,0.451,-1.872,No,No,Yes,No,No,No,No,0.321,No,No,1.103,No,No,1.794,1.89,No,Yes,0.412,1.01
152052696,Cc1cccc(NC(=O)[C@H]2C[N@H+]3CCCN2CC3)c1F,CNc1cccc(C)c1F,-6.3,139.173,2.17582,1,1,1,59.877,-1.735,1.611,92.946,-1.712,No,No,No,0.096,0.404,0.455,-1.615,No,No,Yes,No,No,No,No,0.218,No,No,0.782,No,No,2.201,2.106,No,Yes,0.321,1.126
152052697,COc1cccc([C@H](O)C(=O)NC2CC(c3ccccc3OC)C2)c1,COc1cccc([C@H](O)C(C)=O)c1,-5.7,180.203,1.3176,3,3,1,76.96,-1.912,1.229,83.514,-2.56,No,No,No,-0.098,0.439,-0.205,-2.346,No,No,Yes,No,No,No,No,0.229,No,No,1.175,No,No,2.088,2.757,No,No,0.206,1.944
152052698,CC(C)CCSCC(=O)N[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,-5.5,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052699,C/C=C\c1ccc(OCC(=O)N[C@@H](CF)C(=O)OC)c(OC)c1,C/C=C\c1ccc(C)c(OC)c1,-5.7,162.232,3.03672,2,1,0,73.68,-3.337,1.536,95.544,-1.491,Yes,No,No,0.142,0.357,0.708,-1.601,No,No,Yes,No,No,No,No,0.295,No,No,0.905,No,No,1.623,2.376,No,Yes,1.507,0.928
152052700,Cc1cccc(NC(=O)[C@H]2C[N@@H+]3CCCN2CC3)c1F,CNc1cccc(C)c1F,-6.3,139.173,2.17582,1,1,1,59.877,-1.735,1.611,92.946,-1.712,No,No,No,0.096,0.404,0.455,-1.615,No,No,Yes,No,No,No,No,0.218,No,No,0.782,No,No,2.201,2.106,No,Yes,0.321,1.126
152052701,CC(C)CCSCC(=O)N[C@H]1CCN(Cc2ccccn2)C[C@@H]1C,CCc1ccccn1,-5.4,107.156,1.644,1,1,0,49.381,-0.529,1.661,98.254,-2.227,Yes,No,No,-0.054,0.607,0.113,-2.595,No,No,No,No,No,No,No,0.328,No,No,1.013,No,No,2.196,1.85,No,Yes,-0.343,1.754
152052702,O=C(NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCn2ccnc2C1,CC(=O)[C@H]1CCn2ccnc2C1,-5.7,164.208,1.0345,1,3,0,71.416,-2.069,1.597,100,-2.831,No,No,No,-0.381,0.603,-0.189,-2.964,No,No,No,No,No,No,No,0.957,No,No,-0.534,No,No,3.155,2.08,Yes,No,0.285,1.995
152052704,Cc1cccc(NC(=O)[C@H]2CN3CCCN2CC3)c1F,CNc1cccc(C)c1F,-6.3,139.173,2.17582,1,1,1,59.877,-1.735,1.611,92.946,-1.712,No,No,No,0.096,0.404,0.455,-1.615,No,No,Yes,No,No,No,No,0.218,No,No,0.782,No,No,2.201,2.106,No,Yes,0.321,1.126
152052705,Cc1nc(CNC(=O)[C@@H]2C[C@@H]2c2cccc(O)c2)c2n1CCCC2,CC(=O)[C@@H]1C[C@@H]1c1cccc(O)c1,-5.8,176.215,2.0847,2,2,1,77.206,-2.269,1.2,95.386,-2.57,No,No,No,0.309,0.329,0.03,-1.931,No,No,Yes,No,No,No,No,0.129,No,Yes,0.531,No,No,2.053,2.577,No,Yes,0.983,1.227
152052706,COC(=O)c1cnc(NCCc2cccc3[nH]ccc23)nc1,CCCc1cccc2[nH]ccc12,-6,159.232,3.1204,2,0,1,72.417,-2.97,1.442,93.969,-1.561,No,No,No,0.639,0.27,0.522,-1.897,No,No,Yes,No,No,No,No,0.504,No,No,0.583,No,No,2.278,2.259,Yes,Yes,0.756,0.324
152052707,O=C(NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCn2cc[nH+]c2C1,CC(=O)[C@H]1CCn2cc[nH+]c2C1,-5.7,165.216,0.4536,1,2,0,71.416,-1.988,1.454,92.017,-2.735,Yes,No,No,-0.277,0.654,-0.155,-2.636,No,No,No,No,No,No,No,1.177,No,No,-1.108,No,No,2.903,0.965,Yes,No,0.285,2.313
152052708,Cc1nc2ccc(NCCc3cccc4[nH]ccc34)nn2n1,CCCc1cccc2[nH]ccc12,-6,159.232,3.1204,2,0,1,72.417,-2.97,1.442,93.969,-1.561,No,No,No,0.639,0.27,0.522,-1.897,No,No,Yes,No,No,No,No,0.504,No,No,0.583,No,No,2.278,2.259,Yes,Yes,0.756,0.324
152052709,Cc1[nH+]c(CNC(=O)[C@@H]2C[C@@H]2c2cccc(O)c2)c2n1CCCC2,CC(=O)[C@@H]1C[C@@H]1c1cccc(O)c1,-5.8,176.215,2.0847,2,2,1,77.206,-2.269,1.2,95.386,-2.57,No,No,No,0.309,0.329,0.03,-1.931,No,No,Yes,No,No,No,No,0.129,No,Yes,0.531,No,No,2.053,2.577,No,Yes,0.983,1.227
152052711,CC[C@H](C)n1[nH]c(=NC(=O)[C@@H]2CCC(=O)NC2)cc1C,CC(=O)[C@@H]1CCC(=O)NC1,-4.9,141.17,0.1016,1,2,1,59.796,-0.296,1.164,89.856,-3.826,No,No,No,-0.095,0.727,-0.264,-2.977,No,No,No,No,No,No,No,0.541,No,No,0.921,No,No,2.023,2.38,Yes,No,-0.635,2.845
152052713,O=C(Cn1cnc(-c2ccccc2)n1)NC[C@H](CO)c1cccnc1,CNC[C@H](CO)c1cccnc1,-4.8,166.224,0.3769,4,3,2,72.455,-0.391,1.167,78.979,-2.553,No,No,No,0.248,0.686,-0.195,-2.961,No,No,No,No,No,No,No,0.951,No,No,0.944,No,No,2.282,2.635,Yes,Yes,-0.701,2.402
152052714,C[C@H](Cn1ccnc1)NC(=O)c1cc(-c2ccco2)n[nH]1,CC(=O)c1cc(C)n[nH]1,-4.5,124.143,0.92072,1,2,1,53.085,-1.707,1.193,94.57,-3.244,No,No,No,-0.027,0.715,-0.346,-3.216,No,No,No,No,No,No,No,0.631,No,No,1.109,No,No,2.201,1.608,No,No,-0.394,2.834
152052717,C[C@H](Cn1cc[nH+]c1)NC(=O)c1cc(-c2ccco2)n[nH]1,CC(=O)c1cc(C)n[nH]1,-4.5,124.143,0.92072,1,2,1,53.085,-1.707,1.193,94.57,-3.244,No,No,No,-0.027,0.715,-0.346,-3.216,No,No,No,No,No,No,No,0.631,No,No,1.109,No,No,2.201,1.608,No,No,-0.394,2.834
152052720,CC[C@H](C)CN(CC)C(=O)C(=O)NCC1(C)CCOCC1,CC[C@H](C)CN(C)CC,-4.6,129.247,1.9842,4,1,0,59.054,-1.506,1.369,93.308,-2.013,Yes,No,No,0.632,0.744,0.411,-2.7,No,No,No,No,No,No,No,0.801,No,No,0.652,No,No,2.349,1.653,No,Yes,0.642,1.795
152052721,Cc1n[nH]c(C)c1[C@@H]1CCCN1C(=O)Cc1csc2nccn12,CC(=O)Cc1csc2nccn12,-5.1,180.232,1.5273,2,4,0,73.666,-2.335,1.585,97.723,-2.744,No,No,No,0.217,0.56,-0.195,-2.969,No,No,Yes,No,No,No,No,0.982,No,No,-0.067,No,No,2.796,1.944,Yes,No,0.285,1.133
152052722,COCCCn1ccc(NC(=O)c2occc2-c2ccccc2)n1,CC(=O)c1occc1C,-5.4,124.139,1.79062,1,2,0,53.482,-1.14,1.52,96.771,-2.449,No,No,No,-0.041,0.56,0.027,-2.69,No,No,No,No,No,No,No,0.689,No,No,1.084,No,No,2.234,1.933,No,Yes,-0.236,1.889
152052723,O=C(CSCc1cccc(Cl)c1)N[C@@H]1CCc2[nH]cnc2C1,CC(=O)CSCc1cccc(Cl)c1,-5.3,214.717,3.1622,4,2,0,87.479,-3.465,1.425,95.39,-1.615,No,No,No,0.296,0.253,0.493,-1.917,No,No,Yes,No,No,No,No,0.221,No,No,0.901,No,No,2.366,1.14,No,Yes,1.787,-0.046
152052724,COC(=O)[C@@H]1CN(c2nccc(C#N)c2Cl)C[C@@H](C)O1,Cc1nccc(C#N)c1Cl,-5,152.584,1.9151,0,2,0,64.077,-1.612,1.606,96.616,-2.473,No,No,No,-0.103,0.522,0.311,-2.533,No,No,Yes,No,No,No,No,0.384,No,No,1.083,No,No,2.39,1.666,No,Yes,0.358,1.57
152052725,CCCCNC(=O)CC[S@@](=O)Cc1ccc(-n2cccn2)cc1,CC(=O)CC[S@@](=O)Cc1ccc(C)cc1,-5.5,224.325,2.22282,5,2,0,93.157,-2.87,1.298,97.793,-2.47,No,No,No,0.008,0.287,0.264,-1.971,No,No,Yes,Yes,No,No,No,0.559,No,No,1.143,No,No,1.871,1.844,No,Yes,1.02,0.56
152052726,CN1CCC[C@H](NS(=O)(=O)c2cccc(Cl)c2Cl)C1=O,CS(=O)(=O)c1cccc(Cl)c1Cl,-5.2,225.096,2.3969,1,2,0,81.028,-3.307,1.268,94.486,-2.471,No,No,No,-0.265,0.33,0.391,-2.07,No,No,Yes,No,No,No,No,0.425,No,No,1.289,No,No,2.669,1.95,No,No,1.135,0.898
152052727,O=C(CSCc1cccc(Cl)c1)N[C@@H]1CCc2nc[nH]c2C1,CC(=O)CSCc1cccc(Cl)c1,-5.3,214.717,3.1622,4,2,0,87.479,-3.465,1.425,95.39,-1.615,No,No,No,0.296,0.253,0.493,-1.917,No,No,Yes,No,No,No,No,0.221,No,No,0.901,No,No,2.366,1.14,No,Yes,1.787,-0.046
152052729,CCCCS[C@H](C)C(=O)N[C@@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,CN[C@@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,-5.5,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052731,O=C(CSCc1cccc(Cl)c1)N[C@@H]1CCc2[nH+]c[nH]c2C1,CC(=O)CSCc1cccc(Cl)c1,-5.3,214.717,3.1622,4,2,0,87.479,-3.465,1.425,95.39,-1.615,No,No,No,0.296,0.253,0.493,-1.917,No,No,Yes,No,No,No,No,0.221,No,No,0.901,No,No,2.366,1.14,No,Yes,1.787,-0.046
152052732,FC(F)Oc1cc(CNc2ncnc3[nH]ccc23)ccn1,CCc1ccnc(C)c1,-6,121.183,1.95242,1,1,0,55.746,-1.162,1.626,97.838,-2.084,Yes,No,No,0.037,0.554,0.212,-2.463,No,No,Yes,No,No,No,No,0.361,No,No,0.99,No,No,2.018,1.938,No,Yes,-0.046,1.538
152052733,CCCCS[C@H](C)C(=O)N[C@@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,CN[C@@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,-5.5,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052734,O=C(CSc1n[nH]c(=O)[n-]1)NC[C@@H](CO)c1ccccc1Cl,CC(=O)CSc1n[nH]c(=O)[n-]1,-5.1,172.189,-0.5918,3,4,1,66.589,-2.294,0.523,79.451,-3.209,No,No,No,-0.221,0.791,-0.981,-3.562,No,No,No,No,No,No,No,0.147,No,No,1.029,No,No,1.821,1.739,No,No,-0.142,2.874
152052735,O=C(CSCc1cccc(Cl)c1)N[C@@H]1CCc2[nH]c[nH+]c2C1,CC(=O)CSCc1cccc(Cl)c1,-5.3,214.717,3.1622,4,2,0,87.479,-3.465,1.425,95.39,-1.615,No,No,No,0.296,0.253,0.493,-1.917,No,No,Yes,No,No,No,No,0.221,No,No,0.901,No,No,2.366,1.14,No,Yes,1.787,-0.046
152052736,FC(F)Oc1cc(CNc2[nH+]cnc3[nH]ccc23)ccn1,CCc1ccnc(C)c1,-6,121.183,1.95242,1,1,0,55.746,-1.162,1.626,97.838,-2.084,Yes,No,No,0.037,0.554,0.212,-2.463,No,No,Yes,No,No,No,No,0.361,No,No,0.99,No,No,2.018,1.938,No,Yes,-0.046,1.538
152052737,O=C([C@H](O)CCc1ccccc1)N1CCC(c2nccs2)CC1,CC(=O)[C@H](O)CCc1ccccc1,-5.5,178.231,1.5691,4,2,1,78.212,-1.447,1.31,95.622,-2.849,No,No,No,-0.052,0.341,0.338,-1.554,No,No,Yes,No,No,No,No,0.252,No,No,0.691,No,No,1.961,2.629,Yes,Yes,0.61,0.902
152052738,O=C(CSc1n[nH]c(=O)[nH]1)NC[C@@H](CO)c1ccccc1Cl,CC(=O)CSc1n[nH]c(=O)[nH]1,-5.1,173.197,-0.2209,3,4,2,66.589,-2.378,0.519,78.859,-3.204,No,No,No,-0.222,0.776,-1.036,-3.555,No,No,No,No,No,No,No,0.253,No,No,1.036,No,No,1.875,1.68,No,No,-0.134,2.781
152052739,Cc1cc(C(=O)N[C@@H]2C[N@@H+](C)C[C@@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1,-6.1,179.175,2.10582,2,3,0,75.341,-3.246,1.301,95.824,-2.475,No,No,No,0.115,0.244,-0.153,-2.129,No,No,Yes,No,No,No,No,0.638,No,Yes,0.848,No,No,1.927,1.829,Yes,Yes,0.541,0.911
152052740,CCCCS[C@H](C)C(=O)N[C@@H]1CCN(Cc2ccccn2)C[C@@H]1C,CCc1ccccn1,-5.4,107.156,1.644,1,1,0,49.381,-0.529,1.661,98.254,-2.227,Yes,No,No,-0.054,0.607,0.113,-2.595,No,No,No,No,No,No,No,0.328,No,No,1.013,No,No,2.196,1.85,No,Yes,-0.343,1.754
152052741,COC(=O)CCCS(=O)(=O)N1C[C@@H](C)Oc2cc(C)ccc21,Cc1ccc2c(c1)O[C@H](C)CN2C,-6.1,177.247,2.21212,0,2,0,79.124,-2.583,1.669,96.495,-1.599,No,No,No,0.295,0.33,0.437,-2.066,No,No,Yes,No,No,No,No,0.209,No,No,0.417,No,No,1.943,1.229,Yes,Yes,1.476,1.331
152052742,Cc1cc(C(=O)N[C@@H]2C[N@H+](C)C[C@@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1,-6.1,179.175,2.10582,2,3,0,75.341,-3.246,1.301,95.824,-2.475,No,No,No,0.115,0.244,-0.153,-2.129,No,No,Yes,No,No,No,No,0.638,No,Yes,0.848,No,No,1.927,1.829,Yes,Yes,0.541,0.911
152052743,Cc1occc1C(=O)NCC(=O)N[C@@H]1C[C@H]1c1c(F)cccc1F,CN[C@@H]1C[C@H]1c1c(F)cccc1F,-5.7,183.201,2.0401,2,1,1,75.766,-1.947,1.262,94.116,-2.619,No,No,No,0.733,0.436,0.571,-1.722,No,No,Yes,No,No,Yes,No,0.966,No,No,0.58,No,No,2.633,2.047,Yes,No,0.89,1.083
152052745,CC[C@H]1[C@H](C)CC[N@@H+]1CC(=O)Nc1cc(-n2cnnn2)ccc1F,CNc1cc(C)ccc1F,-5.3,139.173,2.17582,1,1,1,59.877,-1.735,1.499,92.946,-1.712,No,No,No,0.096,0.41,0.483,-1.615,No,No,Yes,No,No,No,No,0.211,No,No,0.865,No,No,2.187,2.098,No,Yes,0.321,1.126
152052746,Cc1cc(C(=O)N[C@@H]2CN(C)C[C@@H]2c2ccccc2)ccc1[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])c(C)c1,-6.1,179.175,2.10582,2,3,0,75.341,-3.246,1.301,95.824,-2.475,No,No,No,0.115,0.244,-0.153,-2.129,No,No,Yes,No,No,No,No,0.638,No,Yes,0.848,No,No,1.927,1.829,Yes,Yes,0.541,0.911
152052747,CCc1ccsc1C(=O)N[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@H+](Cc2ccccn2)C[C@@H]1C,-5.6,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052748,O=C(c1cccc([C@H]2CCOC2)c1)N1CCC[C@@H](c2cc[nH]n2)C1,CC(=O)c1cccc([C@H]2CCOC2)c1,-6.3,190.242,2.3931,2,2,0,83.89,-2.948,1.229,97.282,-2.356,No,No,No,0.274,0.296,0.202,-2.174,No,No,Yes,No,No,No,No,0.315,No,No,0.785,No,No,1.861,2.151,No,Yes,0.815,1.472
152052749,CC[C@H]1[C@H](C)CC[N@H+]1CC(=O)Nc1cc(-n2cnnn2)ccc1F,CNc1cc(C)ccc1F,-5.3,139.173,2.17582,1,1,1,59.877,-1.735,1.499,92.946,-1.712,No,No,No,0.096,0.41,0.483,-1.615,No,No,Yes,No,No,No,No,0.211,No,No,0.865,No,No,2.187,2.098,No,Yes,0.321,1.126
152052751,N#Cc1ccnc(N2CC[C@@](F)(CO)C2)c1Cl,Cc1nccc(C#N)c1Cl,-5,152.584,1.9151,0,2,0,64.077,-1.612,1.606,96.616,-2.473,No,No,No,-0.103,0.522,0.311,-2.533,No,No,Yes,No,No,No,No,0.384,No,No,1.083,No,No,2.39,1.666,No,Yes,0.358,1.57
152052752,CCc1ccsc1C(=O)N[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,CN[C@H]1CC[N@@H+](Cc2ccccn2)C[C@@H]1C,-5.5,220.34,0.0943,3,2,2,97.874,-0.336,1.67,86.602,-3.058,No,No,No,0.988,0.772,0.139,-3.302,No,No,No,No,No,No,No,1.08,No,No,0.394,No,No,2.129,0.664,Yes,Yes,0.243,2.314
152052753,COc1cccc(C(=O)N(C)C2CCN(c3cc[nH+]cc3)CC2)c1F,COc1cccc(C(C)=O)c1F,-5.8,168.167,2.0369,2,2,0,69.967,-1.944,1.637,96.423,-2.334,No,No,No,-0.12,0.4,0.2,-2.105,No,No,Yes,No,No,No,No,0.098,No,No,1.266,No,No,2.11,2.318,No,No,0.363,1.744
152052754,CCC[N@@H+]1CC[C@H](CNC(=O)N[C@@H](CC[NH+](C)C)C(C)(C)C)C1,CCC[N@@H+]1CC[C@H](CNC)C1,-4.5,157.281,-0.4794,4,1,2,69.963,-0.076,1.335,92.681,-3.145,Yes,No,No,0.949,0.902,0.241,-2.913,No,No,No,No,No,No,No,1.231,No,No,0.657,No,No,2.176,0.42,No,Yes,0.154,2.602
152052755,CC[C@H]1[C@H](C)CCN1CC(=O)Nc1cc(-n2cnnn2)ccc1F,CNc1cc(C)ccc1F,-5.3,139.173,2.17582,1,1,1,59.877,-1.735,1.499,92.946,-1.712,No,No,No,0.096,0.41,0.483,-1.615,No,No,Yes,No,No,No,No,0.211,No,No,0.865,No,No,2.187,2.098,No,Yes,0.321,1.126
152052756,COc1cccc(C(=O)N(C)C2CCN(c3ccncc3)CC2)c1F,COc1cccc(C(C)=O)c1F,-5.8,168.167,2.0369,2,2,0,69.967,-1.944,1.637,96.423,-2.334,No,No,No,-0.12,0.4,0.2,-2.105,No,No,Yes,No,No,No,No,0.098,No,No,1.266,No,No,2.11,2.318,No,No,0.363,1.744
152052757,CCN(C[C@@H]1CCCO1)C(=O)[C@H]1CCn2cncc2C1,CC(=O)[C@H]1CCn2cncc2C1,-5.1,164.208,1.0345,1,3,0,71.416,-2.185,1.607,100,-2.782,No,No,No,-0.379,0.611,-0.189,-2.964,No,No,No,No,No,No,No,0.994,No,No,-0.53,No,No,3.062,2.13,Yes,No,0.285,1.963
152052758,CCc1ccsc1C(=O)N[C@H]1CCN(Cc2ccccn2)C[C@@H]1C,CCc1ccccn1,-5.4,107.156,1.644,1,1,0,49.381,-0.529,1.661,98.254,-2.227,Yes,No,No,-0.054,0.607,0.113,-2.595,No,No,No,No,No,No,No,0.328,No,No,1.013,No,No,2.196,1.85,No,Yes,-0.343,1.754
152052759,O=C(Nc1ccc(OCC2CC2)cc1)C(=O)N1CC[C@@H](C2CC2)C1,CNc1ccc(C)cc1,-5.9,121.183,2.03672,1,1,1,55.711,-1.884,1.36,93.066,-1.73,No,No,No,0.178,0.412,0.474,-1.533,No,No,No,No,No,No,No,0.377,No,No,0.896,No,No,2.188,1.999,No,Yes,0.169,1.377
152052760,CCN(C[C@@H]1CCCO1)C(=O)[C@H]1CCn2c[nH+]cc2C1,CC(=O)[C@H]1CCn2c[nH+]cc2C1,-5.1,165.216,0.4536,1,2,0,71.416,-1.988,1.454,92.017,-2.735,Yes,No,No,-0.277,0.654,-0.155,-2.636,No,No,No,No,No,No,No,1.136,No,No,-1.108,No,No,2.903,0.965,Yes,No,0.285,2.313
152052761,CC[C@@H](NS(=O)(=O)CCOC(C)C)c1nnc2n1CCCCC2,CC[C@@H](C)c1nnc2n1CCCCC2,-6,193.294,2.518,2,3,0,85.537,-2.744,1.748,96.717,-2.346,No,No,No,0.118,0.457,0.284,-2.907,No,No,No,No,No,No,No,1.319,No,No,0.685,No,No,2.443,2.044,No,Yes,0.391,1.108
152052762,Nc1ncncc1CNC(=O)c1c(Cl)cncc1Cl,CC(=O)c1c(Cl)cncc1Cl,-5.8,190.029,2.591,1,2,0,74.149,-2.485,1.241,94.566,-2.388,No,No,No,-0.232,0.478,0,-2.451,No,No,No,No,No,No,No,0.461,No,No,1.176,No,No,2.299,2.083,No,Yes,0.668,1.278
152052763,COC(=O)CCOc1ccc(Nc2cc(C)nc(C3CC3)n2)cc1,Cc1ccc(C)cc1,-5.4,106.168,2.30344,0,0,0,50.161,-2.533,1.386,95.992,-1.248,No,No,No,0.329,0.394,0.46,-1.687,No,No,No,No,No,No,No,0.254,No,No,1.038,No,No,1.741,2.177,No,Yes,0.02,1.362
152052764,C[C@H](Oc1ccccc1F)C(=O)N[C@H](C)Cn1ccnc1,Cc1ccccc1F,-5.1,110.131,2.13412,0,0,0,47.962,-1.85,1.682,95.157,-1.306,No,No,No,0.142,0.383,0.405,-1.703,No,No,No,No,No,No,No,0.135,No,No,0.963,No,No,1.884,2.227,No,No,0.074,1.425
152052765,O=C(NCCc1nnc(-c2ccccc2)o1)N1CC[C@@H](C2CC2)C1,CNCCc1nnc(C)o1,-5,141.174,0.13992,3,4,1,59.643,-0.08,1.217,91.056,-2.861,No,No,No,0.15,0.724,-0.275,-2.987,No,No,No,No,No,No,No,0.884,No,No,1.007,No,No,2.485,2.612,Yes,No,-0.584,2.106
152052766,CCC[N@H+]1CC[C@H](CNC(=O)N[C@@H](CC[NH+](C)C)C(C)(C)C)C1,CCC[N@H+]1CC[C@H](CNC)C1,-4.7,157.281,-0.4794,4,1,2,69.963,-0.076,1.335,92.681,-3.145,Yes,No,No,0.949,0.902,0.241,-2.913,No,No,No,No,No,No,No,1.231,No,No,0.657,No,No,2.176,0.42,No,Yes,0.154,2.602
152052767,COc1cc(C(=O)NC[C@@H](CO)c2cccnc2)cc(OC)c1O,COc1cc(C(C)=O)cc(OC)c1O,-5.5,196.202,1.612,3,4,1,82.074,-2.386,1.21,95.514,-3.002,No,No,No,0.076,0.498,-0.204,-2.891,No,No,Yes,No,No,No,No,0.648,No,No,1.271,No,No,2.015,1.973,No,No,0.16,2.055
152052768,C[C@H](Oc1ccccc1F)C(=O)N[C@H](C)Cn1cc[nH+]c1,Cc1ccccc1F,-5.1,110.131,2.13412,0,0,0,47.962,-1.85,1.682,95.157,-1.306,No,No,No,0.142,0.383,0.405,-1.703,No,No,No,No,No,No,No,0.135,No,No,0.963,No,No,1.884,2.227,No,No,0.074,1.425
